artist_name,track_name,release_date,genre,lyrics
The Skywave,Torn,2013,shoegaze,"I thought I saw a man brought to life 
He was warm, he came around like he was dignified 
He showed me what it was to cry 
Well, you couldn't be that man I adored 
You don't seem to know, seem to care what your heart is for  
But I don't know him anymore There's nothing where he used to  lie
My conversation has run dry 
That's what's going on 
Nothing's fine, I'm torn I'm all out of faith, this is how I feel  
I'm cold and I am shamed lying naked on the floor 
Illusion never changed into something real 
I'm wide awake and I can see the perfect sky is torn 
You're a little late, I'm already torn "
Lilies,Narcotic Dream,2014,shoegaze,"Love, wind around me 
Peel you 
A round heart Lovers at the wrong kiss 
And at the wrong tongue 
I'm always at the wrong pace  I know you feel me burn up 
Just like the heat of the sun 
I know you feel me burn up 
I'm charmed to kiss you long I know you feel me burn up 
Just like the heat of the sun 
I know it faded all along You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want Love wild 
Pull me in 
I'm fall, falling I know you feel me burn up 
Just like the heat of the sun 
I know you feel me burn up
I'm charmed to kiss you long I know you feel me burn up 
Just like the heat of the sun 
I know it faded all along I know you feel me burn up 
Just like the heat of the sun 
I know it faded all along You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want "
The Foreign Resort,"	In the Summer",2015,shoegaze,"He says it’s true but he’s lying
And you believe because you’re dumb
You joined the herd, you are abiding
Now he turned over and we’re done

Hot summers
Do you feel alright?
Hot wonders
Hold on tight
There’s a fire coming in
We will all just burn
A hot awakening
Unless it turns

We told you he was fakin’ it
We thought it didn’t feel right
It wasn’t meant to turn out like this
But will it make you sleep at night?

Hot. We’re waiting for it
Hot. Sedate, absorb it
Hot. Try to ignore it
Hot. It’s true"
The Stargazer Lilies,We Are the Dreamers,2010,shoegaze,"The stars are in our heads
And flowers in our hearts
We Are The Dreamers
Un-tucked
The world's our bed

With stardust in our eyes
The clouds are at our feet
We are the dreamers
Wide open are the skies

All our passions are unbound
Like shooting stars
The stage is set
For Venus to conquer Mars

With stardust in our eyes
The clouds are at our feet
We are the dreamers
Wide open are the skies"
Violet's Burning,Time to Fall,2013,shoegaze,"It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall 
It's time to fall
It's time to fall (In love)
'Cause I felt so fucked up
I was roving in the night
Waiting for the morning light
But it's too late
If you ask me for a new date
Love is a blow up
So this time we have to try
It would be better to cry
But it's a new day
Do we have a chance if you stay? 
'Cause I felt so fucked up 
I was roving in the night 
Waiting for the morning light 
But it's too late 
If you ask me for a new date 
Love is a blow up 
So this time we have to try 
It would be better to cry 
But it's a new day 
Do we have a chance if you stay? "
Lilies,You Are Here,2015,shoegaze,"You are here in our midst.
How we've waited for moments like this.
Have Your way in this place.
Holy Spirit come do as you wish.
We are changed as You move in our midst.

You are here among us for we have gathered in Your Name.
We can feel Your presence in this place.
You are here among us.
You are enthroned upon Your praise.
You are here, here to heal and here to save.

You are here in our midst.
How we've waited for moments like this.
Have Your way in this place.
Holy Spirit come do as you wish.
We are changed as You move in our midst."
M83,"	We Own the Sky",2008,shoegaze,"Each shade of blue
Is kept in our eyes
Keep blowing and lightning
Because we own the sky 
Secrets from the winds 
Burnt stars crying  
Soft, soft or cruel  
Can't we change our minds?  
We kill what we build  
Because we own the sky 
Secrets from the winds 
Burnt stars crying 
So many moons here 
Lost wings floating 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now 
It's coming, it's coming now  "
Nothing,Guilty of Everything,2014,shoegaze,"Chasing Sundays, round and round
Blind steps off of moons, and stars are pleading
Will you catch us falling down?

And God's solutions are never found
In divinity there’s ecstasy, make love in echoes
Cling to the souls exhausted clean
Rejoice, rejection without a sound
Camouflage on open wounds, dissect your sympathies
Curtains down, come take a bow

I'll wait for you to go away again  
And I will push you far away 
I’ve given up, but you shoot anyway 
I’m guilty of everything 

Chasing Sundays, round and round 
Blind steps off of moons, and stars are pleading  
Will you catch us falling down? 
Rejoice, rejection without a sound 
Camouflage on open wounds, dissect your sympathies 
Curtains down, come take a bow 

I'll wait for you to go away again 
And I will push you far away 
I’ve given up, but you shoot anyway 
I’m guilty of everything 

And I will push, we fall away always 
My hands are up, I’m on my knees  
I don’t have a gun, you can search me please 
I’ve given up, but you shoot anyway 
I’m guilty of everything 
I'm guilty of everything  "
"	Ringo Deathstarr",So High,2010,shoegaze,"If you want to run with me I will show you how
Beams of love are holding me, let me feel your power
If you want to suffer me I will show you how
Share a secret, you and me, come and get a smile
We're so high, I'm so high, I'm so high
Taste your sun, your lips are free I will show you how
Wish I would have dreamed of you, it's all over now
Bubblegum and ecstasy, made me feel the power
If you walk around with me I will show you how
I'm so high, I'm so high, I'm so high
I'm so high, I'm so high, I'm so high, I'm so high
I'm so high, I'm so high, I'm so high, I'm so high"
"	Whirr",Sway,2012,shoegaze,"Don't stray, don't ever go away
I should be much too smart for this
You know it gets the better of me
Sometimes, when you and I collide
I fall into an ocean of you
Pull me out in time
Don't let me drown, let me down
I say it's all because of you
And here I go, losing my control
I'm practicing your name
So I can say it to your face
It doesn't seem right to look you in the eye
Let all the things you mean to me
Come tumbling out my mouth
Indeed, it's time tell you why
I say it's infinitely true
Say you'll stay
Don't come and go like you do
Sway my way
Yeah, I need to know all about you
And there's no cure, and no way to be sure
Why everything's turned inside out
Instilling so much doubt
It makes me so tired, I feel so uninspired
My head is battling with my heart
My logic has been torn apart
And now, it all turns sour
Come sweeten every afternoon
Say you'll stay
Don't come and go like you do
Sway my way 
Yeah, I need to know all about you 
Say you'll stay 
Don't come and go like you do 
Sway my way 
Yeah, I need to know all about you 
It's all because of you  
It's all because of you 
Now it all turns sour 
Come sweeten every afternoon 
It's time tell you why 
I say it's infinitely true 
Say you'll stay 
Don't come and go like you do 
Sway my way 
Yeah, I need to know all about you 
Say you'll stay 
Don't come and go like you do 
Sway my way 
Yeah, I need to know all about you 
It's all because of you 
It's all because of you 
It's all because of you "
